text,label,language
ભુવનેશ્વરમાં પવનની ઝડપ કેટલી છે?,wind,gu
আগামীকাল কি দিল্লি এ বৃষ্টি হবে?,rain,bn
भुवनेश्वर के लिए कोई मौसम चेतावनी है?,weather_alert,hi
ଭୁବନେଶ୍ୱରରେ ବର୍ଷା ହେବାର ସମ୍ଭାବନା ଅଛି କି?,rain,or
Tell me the temperature in Bhubaneswar.,temperature,en
আজ কি কলকাতা এ বৃষ্টি হবে?,rain,bn
ਕੱਲ੍ਹ ਦਿੱਲੀ ਵਿੱਚ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,weather_forecast,pa
बेंगळुरू मध्ये आर्द्रता किती आहे?,humidity,mr
আগামীকাল কলকাতা এর আবহাওয়া কেমন থাকবে?,weather_forecast,bn
କୋଲକାତାରେ ପବନର ବେଗ କେତେ?,wind,or
What is the air quality in Chennai?,air_quality,en
ਭੁਵਨੇਸ਼ਵਰ ਦਾ ਮੌਸਮ ਪੂਰਵ ਅਨੁਮਾਨ ਕੀ ਹੈ?,weather_forecast,pa
ಇಂದು ಕೊಲ್ಕತ್ತಾನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_current,kn
आज चेन्नई में नमी कितनी रहेगी?,humidity,hi
આ સપ્તાહના અંતે મુંબઈમાં હવામાન કેવું રહેશે?,weather_forecast,gu
ଭୁବନେଶ୍ୱରରେ ବର୍ଷା ହେବାର ସମ୍ଭାବନା ଅଛି କି?,rain,or
ਕੀ ਅੱਜ ਦਿੱਲੀ ਵਿੱਚ ਮੀਂਹ ਪਵੇਗਾ?,rain,pa
"Which is hotter, Hyderabad or Delhi?",weather_comparison,en
What will the temperature be in Chennai tomorrow?,temperature,en
कोलकाता मध्ये आज हवामान कसे आहे?,weather_current,mr
How windy is it in Hyderabad?,wind,en
बेंगळुरू मध्ये किती उष्णता आहे?,temperature,mr
চেন্নাই এ বাতাস কতটা জোরে বইছে?,wind,bn
బెంగళూరు మరియు ముంబై వాతావరణాన్ని పోల్చండి.,weather_comparison,te
ଆସନ୍ତାକାଲି ଭୁବନେଶ୍ୱରରେ ବର୍ଷା ହେବ କି?,rain,or
"Which is hotter, Kolkata or Pune?",weather_comparison,en
What is the wind speed in Delhi?,wind,en
भुवनेश्वर मध्ये हवेची गुणवत्ता कशी आहे?,air_quality,mr
How windy is it in Bengaluru?,wind,en
చెన్నైలో వాతావరణ హెచ్చరిక ఉందా?,weather_alert,te
What time does the sun rise in Pune?,sunrise_sunset,en
How hot is it in Bhubaneswar?,temperature,en
আগামীকাল কি পুনে এ বৃষ্টি হবে?,rain,bn
ਪੁਣੇ ਵਿੱਚ ਅੱਜ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਹੈ?,weather_current,pa
હૈદરાબાદ અને ચેન્નાઈના હવામાનની તુલના કરો.,weather_comparison,gu
आज भुवनेश्वर में मौसम कैसा रहेगा?,weather_current,hi
ಮುಂಬೈನಲ್ಲಿ ಇಂದು ಹವಾಮಾನ ಹೇಗಿದೆ?,weather_current,kn
ਚੇਨਈ ਵਿੱਚ ਤਾਪਮਾਨ ਕਿੰਨਾ ਹੈ?,temperature,pa
చెన్నైకి వాతావరణ హెచ్చరికలు ఏమైనా ఉన్నాయా?,weather_alert,te
क्या कल मुंबई में बारिश होगी?,rain,hi
ಬೆಂಗಳೂರುನಲ್ಲಿ ಹವಾಮಾನ ಎಚ್ಚರಿಕೆ ಇದೆಯೇ?,weather_alert,kn
What will the humidity be in Delhi?,humidity,en
कल पुणे में तापमान कितना रहेगा?,temperature,hi
ચેન્નાઈમાં કેટલી ભેજ છે?,humidity,gu
मुंबई आणि चेन्नई मधील हवामानाची तुलना करा.,weather_comparison,mr
ಕೊಲ್ಕತ್ತಾನಲ್ಲಿ ತಾಪಮಾನ ಎಷ್ಟು?,temperature,kn
ଚେନ୍ନାଇରେ ଆଜି ପାଗ କେମିତି ଅଛି?,weather_current,or
कोलकाता और मुंबई के मौसम की तुलना करो।,weather_comparison,hi
भुवनेश्वर मधील सध्याचे हवामान कसे आहे?,weather_current,mr
भुवनेश्वर मध्ये हवेची गुणवत्ता कशी आहे?,air_quality,mr
How is the weather in Bhubaneswar right now?,weather_current,en
चेन्नई में हवा कितनी तेज है?,wind,hi
ਇਸ ਹਫ਼ਤੇ ਦੇ ਅੰਤ ਵਿੱਚ ਦਿੱਲੀ ਵਿੱਚ ਮੌਸਮ ਕਿਹੋ ਜਿਹਾ ਰਹੇਗਾ?,weather_forecast,pa
पुणे चा AQI किती आहे?,air_quality,mr
ಬೆಂಗಳೂರುನಲ್ಲಿ ಎಷ್ಟು ತೇವಾಂಶ ಇದೆ?,humidity,kn
আগামীকাল কলকাতা এর আবহাওয়া কেমন থাকবে?,weather_forecast,bn
ଆଜି ମୁମ୍ବାଇର ଆର୍ଦ୍ରତା କେତେ ରହିବ?,humidity,or
हैदराबाद में नमी कितनी है?,humidity,hi
ਚੇਨਈ ਵਿੱਚ ਤਾਪਮਾਨ ਕਿੰਨਾ ਹੈ?,temperature,pa
ಕೊಲ್ಕತ್ತಾನಲ್ಲಿ ಗಾಳಿಯ ಗುಣಮಟ್ಟ ಹೇಗಿದೆ?,air_quality,kn
ఈ రోజు భువనేశ్వర్లో వాతావరణం ఎలా ఉంటుంది?,weather_current,te
हैदराबाद चे हवामान अंदाज सांगा.,weather_forecast,mr
రేపు ఢిల్లీలో వాతావరణం ఎలా ఉంటుంది?,weather_forecast,te
ముంబైలో వాతావరణ హెచ్చరిక ఉందా?,weather_alert,te
ଦିଲ୍ଲୀରେ ବର୍ଷା ହେବାର ସମ୍ଭାବନା ଅଛି କି?,rain,or
ભુવનેશ્વરમાં આજે હવામાન કેવું છે?,weather_current,gu
उद्या मुंबई मध्ये पाऊस पडेल का?,rain,mr
पुणे में हवा की गति कितनी है?,wind,hi
ನಾಳೆ ಚೆನ್ನೈನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_forecast,kn
ਚੇਨਈ ਲਈ ਕੋਈ ਮੌਸਮ ਚੇਤਾਵਨੀ ਹੈ?,weather_alert,pa
ಪುಣೆನಲ್ಲಿ ಪ್ರಸ್ತುತ ಹವಾಮಾನ ಹೇಗಿದೆ?,weather_current,kn
భువనేశ్వర్లో ఎంత వేడిగా ఉంది?,temperature,te
What will the humidity be in Chennai?,humidity,en
ਦਿੱਲੀ ਵਿੱਚ ਮੌਸਮ ਦੀ ਕੋਈ ਚੇਤਾਵਨੀ ਹੈ?,weather_alert,pa
"ಮುಂಬೈ ಅಥವಾ ಚೆನ್ನೈ, ಯಾವುದು ಹೆಚ್ಚು ತಂಪಾಗಿದೆ?",weather_comparison,kn
कोलकाता और मुंबई के मौसम की तुलना करो।,weather_comparison,hi
चेन्नई में कितनी गर्मी है?,temperature,hi
આ સપ્તાહના અંતે ભુવનેશ્વરમાં હવામાન કેવું રહેશે?,weather_forecast,gu
ಚೆನ್ನೈ ಹವಾಮಾನ ಮುನ್ಸೂಚನೆ ಏನು?,weather_forecast,kn
दिल्ली चा AQI किती आहे?,air_quality,mr
কলকাতা এর AQI কত?,air_quality,bn
কলকাতা এর জন্য কোনো আবহাওয়া সতর্কতা আছে?,weather_alert,bn
ಹೈದರಾಬಾದ್ನಲ್ಲಿ ತೇವಾಂಶ ಎಷ್ಟು?,humidity,kn
டெல்லி வானிலை முன்னறிவிப்பு என்ன?,weather_forecast,ta
आज भुवनेश्वर में नमी कितनी रहेगी?,humidity,hi
ಈ ವಾರಾಂತ್ಯದಲ್ಲಿ ಚೆನ್ನೈನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_forecast,kn
ভুবনেশ্বর এ সূর্যাস্ত কখন?,sunrise_sunset,bn
Compare the weather in Bengaluru and Delhi.,weather_comparison,en
ଭୁବନେଶ୍ୱର ପାଇଁ କୌଣସି ପାଣିପାଗ ସତର୍କତା ଅଛି କି?,weather_alert,or
What time is sunrise in Bhubaneswar?,sunrise_sunset,en
আজ হায়দ্রাবাদ এর আবহাওয়া কেমন?,weather_current,bn
বেঙ্গালুরু এ আজ আবহাওয়া কেমন?,weather_current,bn
आज हैदराबाद चे हवामान कसे आहे?,weather_current,mr
How is the weather today in Kolkata?,weather_current,en
ನಾಳೆ ದೆಹಲಿನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_forecast,kn
ಇಂದು ಭುವನೇಶ್ವರನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_current,kn
भुवनेश्वर का वर्तमान मौसम बताओ।,weather_current,hi
ਭੁਵਨੇਸ਼ਵਰ ਵਿੱਚ ਕਿੰਨੀ ਗਰਮੀ ਹੈ?,temperature,pa
चेन्नई आणि दिल्ली पैकी कोणते शहर थंड आहे?,weather_comparison,mr
ನಾಳೆ ಚೆನ್ನೈನಲ್ಲಿ ಹವಾಮಾನ ಹೇಗಿರುತ್ತದೆ?,weather_forecast,kn
ଆଜି ମୁମ୍ବାଇର ପାଗ କେମିତି?,weather_current,or
Will it rain tomorrow in Kolkata?,rain,en
పుణెలో సూర్యాస్తమయం ఎప్పుడు?,sunrise_sunset,te
Is rain expected in Hyderabad?,rain,en
ಚೆನ್ನೈನಲ್ಲಿ ಗಾಳಿ ಎಷ್ಟು ವೇಗವಾಗಿ ಬೀಸುತ್ತಿದೆ?,wind,kn
दिल्ली मध्ये वाऱ्याचा वेग किती आहे?,wind,mr
आज मुंबई चे हवामान कसे आहे?,weather_current,mr
What is the air quality in Kolkata?,air_quality,en
આજે દિલ્હીમાં હવામાન કેવું છે?,weather_current,gu
ਹੈਦਰਾਬਾਦ ਵਿੱਚ ਮੌਸਮ ਦੀ ਕੋਈ ਚੇਤਾਵਨੀ ਹੈ?,weather_alert,pa
আগামীকাল কি মুম্বাই এ বৃষ্টি হবে?,rain,bn
இன்று சென்னைவில் ஈரப்பதம் எவ்வளவு இருக்கும்?,humidity,ta
Tell me the temperature in Hyderabad.,temperature,en
What weather can I expect in Kolkata tomorrow?,weather_forecast,en
ನಾಳೆ ಮುಂಬೈನಲ್ಲಿ ತಾಪಮಾನ ಎಷ್ಟು ಇರುತ್ತದೆ?,temperature,kn
டெல்லிவில் எவ்வளவு ஈரப்பதமாக உள்ளது?,humidity,ta
મુંબઈમાં સૂર્યોદય કેટલા વાગ્યે થાય છે?,sunrise_sunset,gu
दिल्ली में आर्द्रता कितनी है?,humidity,hi
इस सप्ताह के अंत में दिल्ली में मौसम कैसा रहेगा?,weather_forecast,hi
বেঙ্গালুরু এ বাতাসের গতি কত?,wind,bn
హైదరాబాద్లో ఎంత వేడిగా ఉంది?,temperature,te
Give me the weather forecast for Chennai.,weather_forecast,en
What is the humidity in Mumbai?,humidity,en
मुंबई में हवा कितनी तेज है?,wind,hi
કોલકાતા માટે કોઈ હવામાન ચેતવણી છે?,weather_alert,gu
How is the air quality in Bengaluru?,air_quality,en
புவனேஸ்வர் வானிலை முன்னறிவிப்பு என்ன?,weather_forecast,ta
आज बेंगलुरु में नमी कितनी रहेगी?,humidity,hi
চেন্নাই এ সূর্যাস্ত কখন?,sunrise_sunset,bn
ਅੱਜ ਪੁਣੇ ਵਿੱਚ ਨਮੀ ਕਿੰਨੀ ਰਹੇਗੀ?,humidity,pa
भुवनेश्वर चा AQI किती आहे?,air_quality,mr
ଭୁବନେଶ୍ୱରରେ କେତେ ଗରମ ଅଛି?,temperature,or
દિલ્હીમાં હવાની ગુણવત્તા કેવી છે?,air_quality,gu
दिल्ली का मौसम पूर्वानुमान बताओ।,weather_forecast,hi
ଦିଲ୍ଲୀରେ ଆର୍ଦ୍ରତା କେତେ?,humidity,or
